AccessionVersion,Size,TaxPhylum,numBGCs
NZ_CP007645.1,742914,Proteobacteria,1
NZ_CP007647.1,219748,Firmicutes,1
NZ_CP007648.1,129218,Firmicutes,0
NZ_CP007649.1,101883,Firmicutes,0
NZ_CP007650.1,33315,Firmicutes,0
NZ_CP007651.1,105866,Proteobacteria,0
NZ_CP007652.1,66289,Proteobacteria,0
NZ_CP007658.1,43396,Firmicutes,0
NZ_CP007664.1,94889,Firmicutes,0
NZ_CP007665.1,181831,Firmicutes,0
NZ_CP007671.1,20409,Firmicutes,1
NZ_CP007673.1,25054,Firmicutes,1
NZ_CP007675.1,25025,Firmicutes,1
NZ_CP007677.1,20185,Firmicutes,1
NZ_CP007678.1,20291,Firmicutes,1
NZ_CP007679.1,33093,Firmicutes,0
NZ_CP007702.1,95214,Firmicutes,0
NZ_CP007703.1,183088,Firmicutes,0
NZ_CP007713.1,8006,Proteobacteria,0
NZ_CP007714.1,6076,Proteobacteria,0
NZ_CP007723.1,16810,Actinobacteria,0
NZ_CP007725.1,16810,Actinobacteria,0
NZ_CP007728.1,15096,Proteobacteria,1
NZ_CP007729.1,243824,Proteobacteria,0
NZ_CP007730.1,113639,Proteobacteria,0
NZ_CP007732.1,268334,Proteobacteria,0
NZ_CP007733.1,80411,Proteobacteria,0
NZ_CP007734.1,338850,Proteobacteria,0
NZ_CP007735.1,89770,Proteobacteria,0
NZ_CP007736.1,113440,Proteobacteria,0
NZ_CP007740.1,68999,Firmicutes,0
NZ_CP007741.1,19174,Firmicutes,0
NZ_CP007750.1,46448,Proteobacteria,0
NZ_CP007767.1,47803,Proteobacteria,0
NZ_CP007768.1,3621,Proteobacteria,0
NZ_CP007791.1,25857,Actinobacteria,0
NZ_CP007792.1,96094,Actinobacteria,0
NZ_CP007794.1,1901707,Proteobacteria,3
NZ_CP007795.1,933960,Proteobacteria,4
NZ_CP007796.1,686487,Proteobacteria,1
NZ_CP007797.1,641573,Proteobacteria,0
NZ_CP007798.1,163159,Proteobacteria,0
NZ_CP007807.1,32617,Firmicutes,0
NZ_CP007808.1,7095,Firmicutes,0
NZ_CP008707.1,83610,Proteobacteria,0
NZ_CP008708.1,8731,Proteobacteria,0
NZ_CP008709.1,1967,Proteobacteria,0
NZ_CP008715.1,120653,Proteobacteria,1
NZ_CP008716.1,5167,Proteobacteria,0
NZ_CP008717.1,4237,Proteobacteria,0
NZ_CP008718.1,4073,Proteobacteria,0
NZ_CP008719.1,2101,Proteobacteria,0
NZ_CP008720.1,1544,Proteobacteria,0
NZ_CP008721.1,1459,Proteobacteria,0
NZ_CP008745.1,93833,Proteobacteria,0
NZ_CP008789.1,133397,Proteobacteria,0
NZ_CP008790.1,193725,Proteobacteria,0
NZ_CP008791.1,205586,Proteobacteria,0
NZ_CP008798.1,85473,Proteobacteria,0
NZ_CP008799.1,58050,Proteobacteria,0
NZ_CP008800.1,194877,Proteobacteria,0
NZ_CP008806.1,94645,Proteobacteria,0
NZ_CP008807.1,37447,Proteobacteria,0
NZ_CP008809.1,25862,Proteobacteria,0
NZ_CP008811.1,38272,Proteobacteria,0
NZ_CP008812.1,27124,Proteobacteria,0
NZ_CP008814.1,41610,Firmicutes,1
NZ_CP008815.1,66548,Firmicutes,1
NZ_CP008817.1,155838,Proteobacteria,0
NZ_CP008818.1,106739,Proteobacteria,0
NZ_CP008824.1,319976,Proteobacteria,0
NZ_CP008825.1,282439,Proteobacteria,0
NZ_CP008826.1,47290,Proteobacteria,0
NZ_CP008828.1,15096,Proteobacteria,1
NZ_CP008829.1,243824,Proteobacteria,0
NZ_CP008830.1,113639,Proteobacteria,0
NZ_CP008832.1,13841,Proteobacteria,0
NZ_CP008833.1,113639,Proteobacteria,0
NZ_CP008839.1,48922,Firmicutes,1
NZ_CP008840.1,35660,Firmicutes,0
NZ_CP008842.1,204468,Proteobacteria,0
NZ_CP008843.1,183015,Proteobacteria,0
NZ_CP008844.1,55298,Proteobacteria,0
NZ_CP008845.1,3514,Proteobacteria,0
NZ_CP008847.1,181894,Firmicutes,0
NZ_CP008848.1,94732,Firmicutes,0
NZ_CP008850.1,8737,Proteobacteria,0
NZ_CP008851.1,74749,Proteobacteria,0
NZ_CP008875.1,124256,Euryarchaeota,0
NZ_CP008877.1,88439,Firmicutes,0
NZ_CP008888.1,3629,Euryarchaeota,0
NZ_CP008890.1,84621,Actinobacteria,0
NZ_CP008898.1,62247,Proteobacteria,0
NZ_CP008899.1,255013,Proteobacteria,0
NZ_CP008900.1,60388,Proteobacteria,0
NZ_CP008901.1,50333,Proteobacteria,0
NZ_CP008906.1,176943,Proteobacteria,0
NZ_CP008907.1,111227,Proteobacteria,0
NZ_CP008908.1,50333,Proteobacteria,0
NZ_CP008919.1,48866,Proteobacteria,0
NZ_CP008927.1,59372,Proteobacteria,0
NZ_CP008930.1,187571,Proteobacteria,0
NZ_CP008931.1,111693,Proteobacteria,0
NZ_CP008932.1,69947,Proteobacteria,0
NZ_CP008933.1,304526,Proteobacteria,0
NZ_CP008942.1,15074,Proteobacteria,0
NZ_CP008945.1,48068,Actinobacteria,0
NZ_CP008954.1,92539,Actinobacteria,0
NZ_CP008958.1,92076,Proteobacteria,0
NZ_CP008987.1,33703,Proteobacteria,0
NZ_CP008988.1,64920,Proteobacteria,0
NZ_CP008990.1,33703,Proteobacteria,0
NZ_CP008991.1,64920,Proteobacteria,0
NZ_CP008993.1,28776,Proteobacteria,0
NZ_CP008994.1,64920,Proteobacteria,0
NZ_CP008996.1,33703,Proteobacteria,0
NZ_CP008997.1,63721,Proteobacteria,0
NZ_CP008999.1,33703,Proteobacteria,0
NZ_CP009000.1,63721,Proteobacteria,0
NZ_CP009002.1,33702,Proteobacteria,0
NZ_CP009003.1,63721,Proteobacteria,0
NZ_CP009005.1,26933,Proteobacteria,0
NZ_CP009006.1,64920,Proteobacteria,0
NZ_CP009008.1,33695,Proteobacteria,0
NZ_CP009009.1,64912,Proteobacteria,0
NZ_CP009011.1,33695,Proteobacteria,0
NZ_CP009012.1,64912,Proteobacteria,0
NZ_CP009014.1,33703,Proteobacteria,0
NZ_CP009015.1,64919,Proteobacteria,0
NZ_CP009017.1,33703,Proteobacteria,0
NZ_CP009018.1,64920,Proteobacteria,0
NZ_CP009020.1,26933,Proteobacteria,0
NZ_CP009021.1,64920,Proteobacteria,0
NZ_CP009023.1,26933,Proteobacteria,0
NZ_CP009024.1,64920,Proteobacteria,0
NZ_CP009026.1,28753,Proteobacteria,0
NZ_CP009027.1,64920,Proteobacteria,0
NZ_CP009029.1,18869,Proteobacteria,0
NZ_CP009030.1,58317,Proteobacteria,0
NZ_CP009032.1,18869,Proteobacteria,0
NZ_CP009033.1,58317,Proteobacteria,0
NZ_CP009035.1,18869,Proteobacteria,0
NZ_CP009036.1,58317,Proteobacteria,0
NZ_CP009038.1,18869,Proteobacteria,0
NZ_CP009039.1,58317,Proteobacteria,0
NZ_CP009044.1,70030,Proteobacteria,0
NZ_CP009047.1,37688,Firmicutes,1
NZ_CP009055.1,37571,Firmicutes,1
NZ_CP009073.1,48488,Proteobacteria,0
NZ_CP009074.1,24185,Proteobacteria,1
NZ_CP009103.1,38457,Proteobacteria,0
NZ_CP009105.1,168318,Proteobacteria,0
NZ_CP009107.1,161447,Proteobacteria,0
NZ_CP009109.1,6935,Firmicutes,0
NZ_CP009112.1,885383,Actinobacteria,2
NZ_CP009113.1,64499,Actinobacteria,0
NZ_CP009115.1,118061,Proteobacteria,0
NZ_CP009116.1,94760,Proteobacteria,0
NZ_CP009123.1,208588,Proteobacteria,1
NZ_CP009126.1,32444,Proteobacteria,0
NZ_CP009130.1,3364,Firmicutes,0
NZ_CP009145.1,1466845,Proteobacteria,1
NZ_CP009146.1,1617037,Proteobacteria,2
NZ_CP009154.1,47098,Proteobacteria,0
NZ_CP009155.1,271168,Proteobacteria,2
NZ_CP009167.1,108501,Proteobacteria,0
NZ_CP009168.1,94959,Proteobacteria,0
NZ_CP009169.1,4671,Proteobacteria,0
NZ_CP009213.1,26561,Spirochaetes,0
NZ_CP009214.1,55230,Spirochaetes,0
NZ_CP009216.1,48288,Actinobacteria,0
NZ_CP009221.1,31005,Actinobacteria,0
NZ_CP009222.1,30739,Actinobacteria,0
NZ_CP009229.1,3649,Spirochaetes,0
NZ_CP009250.1,12274,Actinobacteria,0
NZ_CP009252.1,53466,Actinobacteria,0
NZ_CP009254.1,7639,Proteobacteria,0
NZ_CP009255.1,3048,Proteobacteria,0
NZ_CP009260.1,5845,Proteobacteria,0
NZ_CP009263.1,5719,Proteobacteria,0
NZ_CP009266.1,380781,Proteobacteria,1
NZ_CP009275.1,162706,Proteobacteria,0
NZ_CP009276.1,54715,Proteobacteria,0
NZ_CP009289.1,15151,Firmicutes,0
NZ_CP009292.1,756828,Proteobacteria,2
NZ_CP009293.1,335704,Proteobacteria,0
NZ_CP009294.1,188477,Proteobacteria,0
NZ_CP009295.1,134722,Proteobacteria,0
NZ_CP009296.1,62341,Proteobacteria,0
NZ_CP009299.1,210673,Firmicutes,0
NZ_CP009314.1,94807,Firmicutes,0
NZ_CP009316.1,181760,Firmicutes,0
NZ_CP009317.1,179680,Firmicutes,0
NZ_CP009319.1,26710,Proteobacteria,0
NZ_CP009320.1,63573,Proteobacteria,0
NZ_CP009321.1,213090,Proteobacteria,0
NZ_CP009324.1,181754,Firmicutes,0
NZ_CP009326.1,94892,Firmicutes,0
NZ_CP009327.1,181765,Firmicutes,0
NZ_CP009329.1,94803,Firmicutes,0
NZ_CP009330.1,181460,Firmicutes,0
NZ_CP009332.1,82340,Firmicutes,1
NZ_CP009333.1,69773,Firmicutes,0
NZ_CP009334.1,349601,Firmicutes,0
NZ_CP009336.1,358965,Firmicutes,1
NZ_CP009339.1,94797,Firmicutes,0
NZ_CP009340.1,181369,Firmicutes,0
NZ_CP009342.1,3936,Proteobacteria,0
NZ_CP009344.1,6824,Firmicutes,0
NZ_CP009345.1,7697,Firmicutes,0
NZ_CP009346.1,14961,Firmicutes,0
NZ_CP009347.1,235425,Firmicutes,0
NZ_CP009348.1,349602,Firmicutes,0
NZ_CP009349.1,359439,Firmicutes,2
NZ_CP009350.1,107443,Firmicutes,1
NZ_CP009352.1,3978,Proteobacteria,0
NZ_CP009356.1,251408,Proteobacteria,0
NZ_CP009357.1,122808,Proteobacteria,0
NZ_CP009358.1,57076,Proteobacteria,0
NZ_CP009359.1,47973,Proteobacteria,0
NZ_CP009362.1,27491,Firmicutes,1
NZ_CP009363.1,55362,Proteobacteria,0
NZ_CP009366.1,66663,Proteobacteria,0
NZ_CP009368.1,402605,Firmicutes,1
NZ_CP009409.2,190923,Proteobacteria,0
NZ_CP009417.1,603070,Firmicutes,0
NZ_CP009424.1,3125,Firmicutes,0
NZ_CP009425.1,27068,Firmicutes,0
NZ_CP009430.1,422455,Proteobacteria,2
NZ_CP009431.1,151240,Proteobacteria,0
NZ_CP009432.1,144522,Proteobacteria,1
NZ_CP009433.1,196020,Proteobacteria,2
NZ_CP009437.1,3936,Proteobacteria,0
NZ_CP009439.1,170574,Actinobacteria,0
NZ_CP009441.1,4016,Proteobacteria,0
NZ_CP009443.1,4876,Proteobacteria,0
NZ_CP009445.1,2402,Proteobacteria,0
NZ_CP009446.1,8805,Proteobacteria,0
NZ_CP009453.1,243437,Proteobacteria,0
NZ_CP009457.1,101782,Proteobacteria,0
NZ_CP009462.1,94884,Firmicutes,0
NZ_CP009463.1,180693,Firmicutes,0
NZ_CP009475.1,94721,Firmicutes,0
NZ_CP009489.1,9610,Proteobacteria,0
NZ_CP009490.1,96196,Proteobacteria,0
NZ_CP009491.1,70288,Proteobacteria,0
NZ_CP009519.1,58133,Euryarchaeota,0
NZ_CP009523.1,54381,Euryarchaeota,0
NZ_CP009525.1,32371,Euryarchaeota,0
NZ_CP009527.1,41698,Euryarchaeota,0
NZ_CP009529.1,39586,Euryarchaeota,0
NZ_CP009532.1,6396,Firmicutes,0
NZ_CP009540.1,181624,Firmicutes,0
NZ_CP009542.1,94807,Firmicutes,0
NZ_CP009543.1,181707,Firmicutes,0
NZ_CP009547.1,305110,Proteobacteria,1
NZ_CP009558.1,56577,Firmicutes,0
NZ_CP009560.1,158195,Proteobacteria,0
NZ_CP009562.1,120346,Proteobacteria,0
NZ_CP009563.1,80098,Proteobacteria,0
NZ_CP009564.1,120340,Proteobacteria,0
NZ_CP009566.1,94725,Proteobacteria,0
NZ_CP009567.1,158521,Proteobacteria,0
NZ_CP009568.1,3605,Proteobacteria,0
NZ_CP009570.1,118585,Proteobacteria,0
NZ_CP009572.1,163311,Proteobacteria,0
NZ_CP009573.1,39492,Proteobacteria,0
NZ_CP009579.1,141804,Proteobacteria,1
NZ_CP009580.1,129463,Proteobacteria,0
NZ_CP009581.1,62384,Proteobacteria,0
NZ_CP009582.1,46177,Proteobacteria,0
NZ_CP009584.1,5706,Actinobacteria,0
NZ_CP009589.1,52166,Firmicutes,0
NZ_CP009591.1,209255,Firmicutes,0
NZ_CP009592.1,190860,Firmicutes,0
NZ_CP009593.1,7300,Firmicutes,0
NZ_CP009594.1,51531,Firmicutes,0
NZ_CP009595.1,312478,Firmicutes,1
NZ_CP009597.1,181710,Firmicutes,0
NZ_CP009599.1,55939,Firmicutes,0
NZ_CP009603.1,51512,Firmicutes,0
NZ_CP009604.1,7300,Firmicutes,0
NZ_CP009606.1,312478,Firmicutes,1
NZ_CP009619.1,380714,Proteobacteria,0
NZ_CP009620.1,319400,Proteobacteria,0
NZ_CP009627.1,36802,Firmicutes,1
NZ_CP009629.1,102620,Proteobacteria,0
NZ_CP009634.1,4898,Firmicutes,0
NZ_CP009635.1,9797,Firmicutes,0
NZ_CP009636.1,238933,Firmicutes,0
NZ_CP009637.1,42470,Firmicutes,0
NZ_CP009638.1,61862,Firmicutes,0
NZ_CP009639.1,281957,Firmicutes,1
NZ_CP009640.1,85879,Firmicutes,0
NZ_CP009645.1,4920,Firmicutes,0
NZ_CP009646.1,4602,Firmicutes,0
NZ_CP009647.1,11902,Firmicutes,0
NZ_CP009648.1,11903,Firmicutes,0
NZ_CP009649.1,140953,Firmicutes,0
NZ_CP009650.1,273588,Firmicutes,0
NZ_CP009655.1,6175,Proteobacteria,0
NZ_CP009680.1,8438,Firmicutes,0
NZ_CP009683.1,34471,Proteobacteria,0
NZ_CP009688.1,5719,Firmicutes,0
NZ_CP009689.1,9935,Firmicutes,0
NZ_CP009690.1,10361,Firmicutes,0
NZ_CP009691.1,360889,Firmicutes,1
NZ_CP009695.1,94740,Firmicutes,0
NZ_CP009696.1,181920,Firmicutes,0
NZ_CP009698.1,94767,Firmicutes,0
NZ_CP009699.1,181892,Firmicutes,0
NZ_CP009701.1,9608,Proteobacteria,0
NZ_CP009702.1,99285,Proteobacteria,0
NZ_CP009703.1,68549,Proteobacteria,0
NZ_CP009710.1,26933,Proteobacteria,0
NZ_CP009711.1,68525,Proteobacteria,0
NZ_CP009713.1,71507,Proteobacteria,0
NZ_CP009714.1,136983,Proteobacteria,0
NZ_CP009717.1,7243,Firmicutes,0
NZ_CP009718.1,56203,Firmicutes,0
NZ_CP009719.1,14648,Firmicutes,1
NZ_CP009721.1,70305,Proteobacteria,0
NZ_CP009722.1,96210,Proteobacteria,0
NZ_CP009724.1,9364,Proteobacteria,0
NZ_CP009758.1,68394,Proteobacteria,0
NZ_CP009763.1,1936579,Proteobacteria,7
NZ_CP009767.1,101428,Proteobacteria,0
NZ_CP009772.1,9294,Proteobacteria,1
NZ_CP009773.1,75618,Proteobacteria,0
NZ_CP009774.1,36109,Proteobacteria,0
NZ_CP009776.1,115320,Proteobacteria,0
NZ_CP009777.1,212192,Proteobacteria,0
NZ_CP009778.1,15271,Proteobacteria,1
NZ_CP009779.1,69812,Proteobacteria,0
NZ_CP009782.1,8150,Proteobacteria,0
NZ_CP009783.1,70305,Proteobacteria,0
NZ_CP009784.1,96921,Proteobacteria,0
NZ_CP009791.1,51156,Proteobacteria,0
NZ_CP009797.1,43581,Proteobacteria,0
NZ_CP009803.1,142804,Actinobacteria,0
NZ_CP009804.1,24272,Actinobacteria,0
NZ_CP009824.1,27268,Proteobacteria,0
NZ_CP009825.1,51180,Proteobacteria,0
NZ_CP009827.1,39580,Proteobacteria,0
NZ_CP009833.1,10072,Proteobacteria,0
NZ_CP009834.1,100990,Proteobacteria,0
NZ_CP009835.1,71004,Proteobacteria,0
NZ_CP009837.1,69701,Proteobacteria,0
NZ_CP009839.1,9612,Proteobacteria,0
NZ_CP009841.1,95328,Proteobacteria,0
NZ_CP009842.1,70305,Proteobacteria,0
NZ_CP009843.1,53435,Proteobacteria,0
NZ_CP009845.1,69199,Proteobacteria,0
NZ_CP009849.1,64049,Proteobacteria,0
NZ_CP009851.1,51254,Proteobacteria,0
NZ_CP009852.1,77248,Proteobacteria,0
NZ_CP009853.1,56557,Proteobacteria,0
NZ_CP009855.1,111232,Proteobacteria,0
NZ_CP009856.1,61419,Proteobacteria,0
NZ_CP009857.1,77575,Proteobacteria,0
NZ_CP009858.1,50333,Proteobacteria,0
NZ_CP009860.1,121385,Proteobacteria,1
NZ_CP009861.1,47560,Proteobacteria,0
NZ_CP009862.1,80186,Proteobacteria,0
NZ_CP009864.1,62589,Proteobacteria,0
NZ_CP009865.1,159360,Proteobacteria,0
NZ_CP009873.1,13841,Proteobacteria,0
NZ_CP009874.1,50051,Proteobacteria,0
NZ_CP009875.1,113639,Proteobacteria,0
NZ_CP009877.1,15100,Proteobacteria,1
NZ_CP009878.1,51622,Proteobacteria,0
NZ_CP009879.1,178563,Proteobacteria,0
NZ_CP009886.1,64251,Proteobacteria,0
NZ_CP009900.1,94747,Firmicutes,0
NZ_CP009901.1,184436,Firmicutes,0
NZ_CP009903.1,9609,Proteobacteria,0
NZ_CP009904.1,96473,Proteobacteria,0
NZ_CP009905.1,70290,Proteobacteria,0
NZ_CP009908.1,10600,Firmicutes,0
NZ_CP009915.1,11065,Firmicutes,0
NZ_CP009916.1,3767,Firmicutes,0
NZ_CP009917.1,2048,Firmicutes,0
NZ_CP009918.1,10610,Firmicutes,0
NZ_CP009919.1,74772,Firmicutes,0
NZ_CP009921.1,301264,Firmicutes,1
NZ_CP009934.1,95352,Proteobacteria,0
NZ_CP009936.1,9282,Proteobacteria,0
NZ_CP009937.1,68190,Proteobacteria,0
NZ_CP009939.1,52166,Firmicutes,0
NZ_CP009940.1,209381,Firmicutes,0
NZ_CP009963.1,41440,Proteobacteria,0
NZ_CP009965.1,4983,Firmicutes,0
NZ_CP009966.1,53501,Firmicutes,0
NZ_CP009967.1,465970,Firmicutes,0
NZ_CP009969.1,9146,Firmicutes,0
NZ_CP009970.1,7863,Firmicutes,0
NZ_CP009971.1,96210,Proteobacteria,0
NZ_CP009972.1,70305,Proteobacteria,0
NZ_CP009975.1,583900,Proteobacteria,0
NZ_CP009979.1,94831,Firmicutes,0
NZ_CP009980.1,181674,Firmicutes,0
NZ_CP009988.1,9610,Proteobacteria,0
NZ_CP009989.1,99286,Proteobacteria,0
NZ_CP009990.1,68552,Proteobacteria,0
NZ_CP009992.1,9670,Proteobacteria,0
NZ_CP009993.1,35044,Proteobacteria,0
NZ_CP009994.1,36084,Proteobacteria,0
NZ_CP009995.1,77073,Proteobacteria,0
NZ_CP009998.1,412022,Firmicutes,2
NZ_CP009999.1,317336,Firmicutes,0
NZ_CP010000.1,82528,Firmicutes,0
NZ_CP010001.1,82303,Firmicutes,0
NZ_CP010002.1,80285,Firmicutes,0
NZ_CP010003.1,69317,Firmicutes,0
NZ_CP010004.1,34150,Firmicutes,0
NZ_CP010006.1,46634,Firmicutes,0
NZ_CP010007.1,8513,Firmicutes,0
NZ_CP010008.1,2062,Firmicutes,0
NZ_CP010009.1,8279,Firmicutes,0
NZ_CP010010.1,14889,Firmicutes,0
NZ_CP010011.1,7635,Firmicutes,0
NZ_CP010012.1,18332,Firmicutes,0
NZ_CP010015.1,83186,Firmicutes,0
NZ_CP010016.1,326388,Proteobacteria,1
NZ_CP010020.1,9606,Proteobacteria,0
NZ_CP010021.1,106992,Proteobacteria,0
NZ_CP010022.1,70169,Proteobacteria,0
NZ_CP010024.1,437218,Proteobacteria,1
NZ_CP010055.1,185052,Bacteroidetes,0
NZ_CP010056.1,169180,Bacteroidetes,0
NZ_CP010057.1,131151,Bacteroidetes,0
NZ_CP010068.1,12763,Proteobacteria,0
NZ_CP010069.1,74956,Proteobacteria,0
NZ_CP010073.1,48872,Proteobacteria,0
NZ_CP010074.1,36604,Proteobacteria,0
NZ_CP010087.1,76848,Firmicutes,0
NZ_CP010090.1,426282,Firmicutes,4
NZ_CP010091.1,267359,Firmicutes,0
NZ_CP010092.1,126898,Firmicutes,0
NZ_CP010093.1,71373,Firmicutes,0
NZ_CP010094.1,55460,Firmicutes,0
NZ_CP010095.1,46979,Firmicutes,0
NZ_CP010096.1,14749,Firmicutes,0
NZ_CP010097.1,12866,Firmicutes,0
NZ_CP010098.1,10656,Firmicutes,0
NZ_CP010099.1,8423,Firmicutes,0
NZ_CP010104.1,41959,Proteobacteria,1
NZ_CP010107.1,7042,Firmicutes,0
NZ_CP010108.1,49838,Firmicutes,0
NZ_CP010109.1,71771,Firmicutes,0
NZ_CP010110.1,71646,Firmicutes,0
NZ_CP010111.1,253580,Firmicutes,1
NZ_CP010112.1,314883,Firmicutes,3
NZ_CP010118.1,8401,Proteobacteria,0
NZ_CP010120.1,63684,Proteobacteria,0
NZ_CP010123.1,214445,Proteobacteria,0
NZ_CP010124.1,86032,Proteobacteria,0
NZ_CP010126.1,143617,Proteobacteria,1
NZ_CP010127.1,42655,Proteobacteria,1
NZ_CP010128.1,7982,Proteobacteria,0
NZ_CP010130.1,93062,Proteobacteria,0
NZ_CP010131.1,56460,Proteobacteria,0
NZ_CP010135.1,91607,Proteobacteria,0
NZ_CP010136.1,55203,Proteobacteria,0
NZ_CP010138.1,83922,Proteobacteria,0
NZ_CP010139.1,27342,Proteobacteria,0
NZ_CP010141.1,174041,Proteobacteria,1
NZ_CP010142.1,90974,Proteobacteria,0
NZ_CP010144.1,114159,Proteobacteria,0
NZ_CP010146.1,112874,Proteobacteria,0
NZ_CP010147.1,88754,Proteobacteria,1
NZ_CP010149.1,199494,Proteobacteria,1
NZ_CP010153.1,114159,Proteobacteria,0
NZ_CP010154.1,78557,Proteobacteria,0
NZ_CP010155.1,39406,Proteobacteria,0
NZ_CP010156.1,4600,Proteobacteria,0
NZ_CP010158.1,128612,Proteobacteria,1
NZ_CP010159.1,6822,Proteobacteria,0
NZ_CP010161.1,3989,Proteobacteria,0
NZ_CP010162.1,4075,Proteobacteria,0
NZ_CP010164.1,29433,Proteobacteria,0
NZ_CP010165.1,5023,Proteobacteria,0
NZ_CP010166.1,11518,Proteobacteria,0
NZ_CP010168.1,48243,Proteobacteria,0
NZ_CP010173.1,94395,Proteobacteria,0
NZ_CP010174.1,106274,Proteobacteria,0
NZ_CP010175.1,6647,Proteobacteria,0
NZ_CP010179.1,116417,Proteobacteria,1
NZ_CP010181.1,201930,Proteobacteria,0
NZ_CP010182.1,4980,Proteobacteria,0
NZ_CP010184.1,200925,Proteobacteria,0
NZ_CP010185.1,4980,Proteobacteria,0
NZ_CP010187.1,146575,Proteobacteria,0
NZ_CP010188.1,6039,Proteobacteria,0
NZ_CP010189.1,6038,Proteobacteria,1
NZ_CP010190.1,5283,Proteobacteria,0
NZ_CP010192.1,162720,Proteobacteria,0
NZ_CP010193.1,40584,Proteobacteria,0
NZ_CP010194.1,33372,Proteobacteria,0
NZ_CP010195.1,4962,Proteobacteria,0
NZ_CP010197.1,146524,Proteobacteria,0
NZ_CP010198.1,6037,Proteobacteria,1
NZ_CP010199.1,6039,Proteobacteria,0
NZ_CP010201.1,116581,Proteobacteria,0
NZ_CP010202.1,5066,Proteobacteria,0
NZ_CP010203.1,4372,Proteobacteria,0
NZ_CP010204.1,3904,Proteobacteria,1
NZ_CP010205.1,3258,Proteobacteria,0
NZ_CP010207.1,138950,Proteobacteria,0
NZ_CP010208.1,56029,Proteobacteria,0
NZ_CP010209.1,61005,Proteobacteria,0
NZ_CP010210.1,6038,Proteobacteria,1
NZ_CP010211.1,6039,Proteobacteria,0
NZ_CP010212.1,5282,Proteobacteria,0
NZ_CP010214.1,146496,Proteobacteria,0
NZ_CP010215.1,61058,Proteobacteria,0
NZ_CP010216.1,6039,Proteobacteria,0
NZ_CP010217.1,6036,Proteobacteria,1
NZ_CP010218.1,5312,Proteobacteria,0
NZ_CP010220.1,57582,Proteobacteria,0
NZ_CP010222.1,146552,Proteobacteria,0
NZ_CP010223.1,61063,Proteobacteria,0
NZ_CP010224.1,6039,Proteobacteria,0
NZ_CP010225.1,11321,Proteobacteria,1
NZ_CP010227.1,5101,Proteobacteria,0
NZ_CP010232.1,155425,Proteobacteria,0
NZ_CP010233.1,136060,Proteobacteria,0
NZ_CP010234.1,117266,Proteobacteria,0
NZ_CP010239.1,184614,Proteobacteria,0
NZ_CP010241.1,62376,Proteobacteria,0
NZ_CP010243.1,131504,Proteobacteria,0
NZ_CP010244.1,113250,Proteobacteria,0
NZ_CP010245.1,7618,Proteobacteria,0
NZ_CP010246.1,71525,Proteobacteria,0
NZ_CP010248.1,136889,Proteobacteria,0
NZ_CP010269.1,8109,Firmicutes,0
NZ_CP010270.1,223537,Firmicutes,1
NZ_CP010294.1,9614,Proteobacteria,0
NZ_CP010302.1,48872,Proteobacteria,0
NZ_CP010303.1,36604,Proteobacteria,0
NZ_CP010305.1,94730,Proteobacteria,0
NZ_CP010312.1,242122,Proteobacteria,0
NZ_CP010316.1,144859,Proteobacteria,1
NZ_CP010317.1,106397,Proteobacteria,0
NZ_CP010318.1,4599,Proteobacteria,0
NZ_CP010320.1,94810,Firmicutes,0
NZ_CP010321.1,181741,Firmicutes,0
NZ_CP010328.2,30673,Spirochaetes,0
NZ_CP010345.1,100061,Proteobacteria,0
NZ_CP010351.1,398857,Proteobacteria,0
NZ_CP010352.1,3978,Proteobacteria,0
NZ_CP010353.1,4724,Proteobacteria,0
NZ_CP010354.1,11643,Proteobacteria,0
NZ_CP010355.1,7579,Proteobacteria,0
NZ_CP010356.1,13940,Proteobacteria,0
NZ_CP010357.1,13330,Proteobacteria,0
NZ_CP010358.1,117483,Proteobacteria,0
NZ_CP010360.2,141402,Proteobacteria,0
NZ_CP010362.1,85403,Proteobacteria,0
NZ_CP010363.1,139941,Proteobacteria,0
NZ_CP010364.1,4938,Proteobacteria,0
NZ_CP010365.1,70092,Proteobacteria,0
NZ_CP010366.2,6914,Proteobacteria,0
NZ_CP010367.1,5413,Proteobacteria,0
NZ_CP010369.1,89111,Proteobacteria,0
NZ_CP010370.2,47274,Proteobacteria,0
NZ_CP010372.1,151583,Proteobacteria,2
NZ_CP010373.2,193908,Proteobacteria,0
NZ_CP010374.1,43621,Proteobacteria,0
NZ_CP010375.2,5007,Proteobacteria,0
NZ_CP010378.1,59134,Proteobacteria,0
NZ_CP010379.1,43621,Proteobacteria,0
NZ_CP010380.1,328905,Proteobacteria,0
NZ_CP010381.1,4921,Proteobacteria,0
NZ_CP010382.1,53129,Proteobacteria,0
NZ_CP010383.2,106410,Proteobacteria,0
NZ_CP010385.1,106698,Proteobacteria,0
NZ_CP010386.1,121660,Proteobacteria,0
NZ_CP010387.1,43500,Proteobacteria,0
NZ_CP010388.1,1476,Proteobacteria,0
NZ_CP010389.1,2496,Proteobacteria,0
NZ_CP010390.1,198371,Proteobacteria,0
NZ_CP010391.1,178193,Proteobacteria,0
NZ_CP010393.1,207543,Proteobacteria,0
NZ_CP010394.1,13841,Proteobacteria,0
NZ_CP010395.1,43380,Proteobacteria,0
NZ_CP010396.1,71572,Proteobacteria,0
NZ_CP010398.1,114848,Proteobacteria,0
